"","Country","Region","Election / Renewal","Year","Month","Chamber Type","Chamber Total Seats","Total women","% Of Women in Chamber","NOTES"
"368","Belize","AME","Yes",1993,NA,"Lower","29","1","3.4482758620689655E-2",NA
"369","Belize","AME","Yes",1993,NA,"Upper","10","3","0.3","Nine members appointed and a President who is elected from outside the Senate."
"370","Belize","AME","Yes",1998,NA,"Lower","29","2","6.8965517241379309E-2",NA
"371","Belize","AME","Yes",1998,NA,"Upper","8","3","0.375","Nine members appointed and a President who is elected from outside the Senate."
"372","Belize","AME","Yes",2003,NA,"Lower","30","1","3.3333333333333333E-2","29 Members appointed and a Speaker who is elected from outside the Senate"
"373","Belize","AME","Yes",2003,NA,"Upper","13","3","0.23076923076923078","Nine members appointed and a President who is elected from outside the Senate."
"374","Belize","AME","Yes",2008,NA,"Lower","32","0","0","31 Members appointed and a Speaker who is elected from outside the Senate"
"375","Belize","AME","Yes",2008,"March - February","Upper","12","3","0.25","Nine members appointed and a President who is elected from outside the Senate. 4 women members appointed, the speaker, elected from outside the Senate is also a woman."
"376","Belize","AME","Yes",2008,"March - April","Upper","12","4","0.33333333333333331",NA
"377","Belize","AME","Yes",2008,"March - June","Upper","13","5","0.38461538461538464",NA
"378","Belize","AME","Yes",2012,"March","Lower","32","1","3.125E-2","directly elected 31; other 1. Other: the Speaker may be designated from outside parliament and becomes a member of parliament by virtue of holding the office of Speaker."
"379","Belize","AME","Yes",2012,NA,"Upper","13","5","0.38461538461538464","Appointed members: Six members are appointed on the advice of the Prime Minister; three on the advice of the Leader of the Opposition; one on the advice of the Belize Council of Churches and the Evangelical Association of Churches; one on the advice of the Belize Chamber of Commerce and Industry and the Belize Business Bureau; and one on the advice of the National Trade Union Congress of Belize and the Civil Society Steering Committee. Other: the Speaker may be designated from outside the Senate and becomes a member of the Senate by virtue of holding the office of Speaker."
"380","Belize","AME","Yes",2015,NA,"Lower","31","2","6.4516129032258063E-2",NA
"381","Belize","AME","Yes",2015,NA,"Upper","13","2","0.15384615384615385",NA
"382","Benin","SUB-SAHARAN","Yes",1960,NA,"Single","?","?",NA,"First legislature of Dahomey after the country became independent on 1 August 1960.  The mandate of the Assembly was extended for 18 months on 3 February 1983;  the Assembly was dissolved following a coup d'Etat in October 1963."
"383","Benin","SUB-SAHARAN","Yes",1964,NA,"Single","42","?",NA,"The Assembly was dissolved following a military coup d'Etat on 22 December 1965."
"384","Benin","SUB-SAHARAN","Yes",1979,NA,"Single","336","28","8.3333333333333329E-2","The Assembly elected in 1979 was called the National Revolutionary Assembly."
"385","Benin","SUB-SAHARAN","Yes",1984,NA,"Single","196","8","4.0816326530612242E-2",NA
"386","Benin","SUB-SAHARAN","Yes",1989,NA,"Single","205","6","2.9268292682926831E-2","The Assembly was dissolved on 1 March 1990 by the National Conference and replaced on a transitional basis by the High Council of the Republic."
"387","Benin","SUB-SAHARAN","Yes",1991,NA,"Single","64","4","6.25E-2",NA
"388","Benin","SUB-SAHARAN","Yes",1995,NA,"Single","64","5","7.8125E-2",NA
"389","Benin","SUB-SAHARAN","Yes",1999,NA,"Single","83","5","6.0240963855421686E-2",NA
"390","Benin","SUB-SAHARAN","Yes",2003,NA,"Single","83","6","7.2289156626506021E-2",NA
"391","Benin","SUB-SAHARAN","Yes",2007,"March","Single","83","9","0.10843373493975904",NA
"392","Benin","SUB-SAHARAN","Yes",2011,NA,"Single","83","7","8.4337349397590355E-2","Parliamentary elections, initially called for 17 April 2011, were postponed to 30 April due to delays in the presidential elections and the registration of parliamentary candidates."
"393","Benin","SUB-SAHARAN","Yes",2015,NA,"Single","83","6","7.2289156626506021E-2",NA
"394","Bhutan","ASIA","Yes",1953,NA,"Single","150","0","0","1953:  Establishment of the Tshogdu as the first legislature of the Kingdom of Bhutan. The members of the Tshogdu are elected for 3 years in individual constituencies at various dates depending on the expiry of their term.  The information is given by period depending on whether or not there were any women in the Tshogdu. Including 105 members directly elected by direct suffrage and 12 seats reserved for religious bodies; the remainder are occupied by dignitaries, ministers and members of the Royal Advisory Council."
"395","Bhutan","ASIA","Yes",2007,NA,"Upper","15","3","0.2","First part of first Upper House elections."
"396","Bhutan","ASIA","Yes",2008,NA,"Lower","47","4","8.5106382978723402E-2","First elections, elections for 15 of the 20 constituencies were held in December 2007"
"397","Bhutan","ASIA","Yes",2008,NA,"Upper","25","6","0.24","Second part of first Upper House elections."
"398","Bhutan","ASIA","Yes",2013,"August","Lower","47","3","6.3829787234042548E-2",NA
"399","Bhutan","ASIA","Yes",2013,NA,"Upper","25","2","0.08","A total of 67 candidates stood for the second elections to the 25-member National Council. At stake were 20 seats; the five remaining seats being appointed by the King. All candidates ran as independents since, unlike the National Assembly, membership of the National Council is not party-based. Candidates' programmes included upholding democracy, ensuring good governance, peace and security or increasing Gross National Happiness (see note). Six of the 14 outgoing members were re-elected. Although three women had been elected to the previous legislature, none of the five women candidates were successful in 2013."
"400","Bhutan","ASIA","Yes",2018,"October","Lower","47","7","0.14893617021276595",NA
"401","Bhutan","ASIA","Yes",2018,"April","Upper","25","4","0.16",NA
"402","Bolivia","AME","Yes",1951,NA,"Lower","56","0","0","The results of the elections were nullified and Congress was dissolved following a military coup d'Etat in May 1951."
"403","Bolivia","AME","Yes",1951,NA,"Upper","18","0","0","The results of the elections were nullified and Congress was dissolved following a military coup d'Etat in May 1951."
"404","Bolivia","AME","Yes",1956,NA,"Lower","56","1","1.7857142857142856E-2","plus 1 female subsitute member"
"405","Bolivia","AME","Yes",1956,NA,"Upper","18","0","0",NA
"406","Bolivia","AME","Yes",1958,NA,"Lower","56","0","0","plus 1 female subsitute member"
"407","Bolivia","AME","Yes",1960,NA,"Lower","103","0","0","plus 2 female subsitute members; Elections for only half of the members of the House, modifying its composition"
"408","Bolivia","AME","Yes",1960,NA,"Upper","27","0","0","Elections for only half of the members of the House, modifying its composition"
"409","Bolivia","AME","Yes",1961,NA,"Lower","103","0","0","plus 1 female subsitute member"
"410","Bolivia","AME","Yes",1962,NA,"Lower","103","2","1.9417475728155338E-2","plus 6 female substiute members"
"411","Bolivia","AME","Yes",1963,NA,"Lower","103","2","1.9417475728155338E-2","plus 1 female subsitute member"
"412","Bolivia","AME","Yes",1966,NA,"Lower","103","1","9.7087378640776691E-3","plus 1 female subsitute member; Congress was dissolved following a military coup d'Etat in September 1969."
"413","Bolivia","AME","Yes",1966,NA,"Upper","27","0","0","Congress was dissolved following a military coup d'Etat in September 1969."
"414","Bolivia","AME","Yes",1979,NA,"Lower","117","3","2.564102564102564E-2","Elections held on 9 July 1979 were nullified by an Electoral Tribunal; following a military coup d'Etat on 1 November 1979, the parliamentary institution was then suspended."
"415","Bolivia","AME","Yes",1979,NA,"Upper","27","1","3.7037037037037035E-2","Elections held on 9 July 1979 were nullified by an Electoral Tribunal; following a military coup d'Etat on 1 November 1979, the parliamentary institution was then suspended."
"416","Bolivia","AME","Yes",1980,NA,"Lower","130","1","7.6923076923076927E-3","plus 3 female substitute members; The military command which took power following a military coup d'Etat on 17 July 1980 nullified the results of the elections on 6 June 1980; on 23 September 1982, the Electoral Tribunal validated the election results and on 10 October 1982, the National Congress was restored."
"417","Bolivia","AME","Yes",1980,NA,"Upper","27","2","7.407407407407407E-2","The military command which took power following a military coup d'Etat on 17 July 1980 nullified the results of the elections on 6 June 1980; on 23 September 1982, the Electoral Tribunal validated the election results and on 10 October 1982, the National Congress was restored."
"418","Bolivia","AME","Yes",1985,NA,"Lower","130","4","3.0769230769230771E-2","Plus 4 female substitute members."
"419","Bolivia","AME","Yes",1985,NA,"Upper","27","2","7.407407407407407E-2",NA
"420","Bolivia","AME","Yes",1989,NA,"Lower","130","12","9.2307692307692313E-2","Plus 12 female substitute members."
"421","Bolivia","AME","Yes",1989,NA,"Upper","27","1","3.7037037037037035E-2",NA
"422","Bolivia","AME","Yes",1993,NA,"Lower","130","14","0.1076923076923077","Plus 13 female substitute members."
"423","Bolivia","AME","Yes",1993,NA,"Upper","27","1","3.7037037037037035E-2",NA
"424","Bolivia","AME","Yes",1997,NA,"Lower","130","9","6.9230769230769235E-2",NA
"425","Bolivia","AME","Yes",1997,NA,"Upper","27","1","3.7037037037037035E-2",NA
"426","Bolivia","AME","Yes",2002,NA,"Lower","130","24","0.18461538461538463",NA
"427","Bolivia","AME","Yes",2002,NA,"Upper","27","4","0.14814814814814814",NA
"428","Bolivia","AME","Yes",2005,NA,"Lower","130","22","0.16923076923076924",NA
"429","Bolivia","AME","Yes",2005,NA,"Upper","27","1","3.7037037037037035E-2",NA
"430","Bolivia","AME","Yes",2009,NA,"Lower","130","29","0.22307692307692309",NA
"431","Bolivia","AME","Yes",2009,NA,"Upper","36","15","0.41666666666666669",NA
"432","Bolivia","AME","Yes",2014,NA,"Lower","130","69","0.53076923076923077",NA
"433","Bolivia","AME","Yes",2014,NA,"Upper","36","17","0.47222222222222221",NA
"434","Bosnia and Herzegovina","EUR","Yes",1990,NA,"Single","156","7","4.4871794871794872E-2","The Assembly of the Federated Republic of Bosnia and Herzegovina became the first legislature of Bosnia and Herzegovina after the country became independent in March 1992. Women of Bosnia and Herzegovina were previously elected to the Parliament of the SFR of Yugoslavia."
"435","Bosnia and Herzegovina","EUR","Yes",1998,NA,"Lower","42","12","0.2857142857142857",NA
"436","Bosnia and Herzegovina","EUR","Yes",1998,NA,"Upper","15","0","0",NA
"437","Bosnia and Herzegovina","EUR","Yes",2000,NA,"Lower","42","3","7.1428571428571425E-2",NA
"438","Bosnia and Herzegovina","EUR","Yes",2002,NA,"Lower","42","7","0.16666666666666666",NA
"439","Bosnia and Herzegovina","EUR","Yes",2002,NA,"Upper","15","0","0",NA
"440","Bosnia and Herzegovina","EUR","Yes",2006,NA,"Lower","42","6","0.14285714285714285",NA
"441","Bosnia and Herzegovina","EUR","Yes",2007,NA,"Upper","15","2","0.13333333333333333",NA
"442","Bosnia and Herzegovina","EUR","Yes",2010,NA,"Lower","42","7","0.16666666666666666","28 from the Federation of Bosnia and Herzegovina, 14 from the Republika Srpska."
"443","Bosnia and Herzegovina","EUR","Yes",2011,NA,"Upper","15","2","0.13333333333333333","Ten from the Federation of Bosnia and Herzegovina and five from the Republika Srpska."
"444","Bosnia and Herzegovina","EUR","Yes",2014,NA,"Lower","42","9","0.21428571428571427",NA
"445","Bosnia and Herzegovina","EUR","Yes",2015,NA,"Upper","15","2","0.13333333333333333",NA
"446","Bosnia and Herzegovina","EUR","Yes",2018,"October","Lower","42","9","0.21428571428571427",NA
"447","Botswana","SUB-SAHARAN","Yes",1965,NA,"Single","31","0","0","The Legislative Assembly of Buchanaland became the first legislature of Botswana after the country became independent on 30 September 1966."
"448","Botswana","SUB-SAHARAN","Yes",1969,NA,"Single","36","0","0",NA
"449","Botswana","SUB-SAHARAN","Yes",1974,NA,"Single","37","0","0",NA
"450","Botswana","SUB-SAHARAN","Yes",1979,NA,"Single","37","2","5.4054054054054057E-2",NA
"451","Botswana","SUB-SAHARAN","Yes",1984,NA,"Single","39","2","5.128205128205128E-2",NA
"452","Botswana","SUB-SAHARAN","Yes",1989,NA,"Single","40","2","0.05","34 directly elected, 4 co-opted and 2 ex officio members (the President of the Republic and the Attorney-General)."
"453","Botswana","SUB-SAHARAN","Yes",1994,NA,"Single","40","4","0.1","34 directly elected, 4 co-opted and 2 ex officio members (the President of the Republic and the Attorney-General)."
"454","Botswana","SUB-SAHARAN","Yes",1999,NA,"Single","47","8","0.1702127659574468",NA
"455","Botswana","SUB-SAHARAN","Yes",2004,"November","Single","63","7","0.1111111111111111",NA
"456","Botswana","SUB-SAHARAN","Yes",2009,NA,"Single","63","5","7.9365079365079361E-2","directly elected 57; other 6: Other: Four members nominated by the President and elected by the National Assembly; Two ex officio members (the President of the Republic and the Attorney General). The statutory number of members includes the Speaker, who may be appointed from outside the National Assembly."
"457","Botswana","SUB-SAHARAN","Yes",2014,"November","Single","63","6","9.5238095238095233E-2",NA
"458","Brazil","AME","Yes",1945,NA,"Lower","286","0","0",NA
"459","Brazil","AME","Yes",1945,NA,"Upper","63","0","0",NA
"460","Brazil","AME","Yes",1950,NA,"Lower","304","1","3.2894736842105261E-3",NA
"461","Brazil","AME","Yes",1950,NA,"Upper","63","0","0",NA
"462","Brazil","AME","Yes",1954,NA,"Lower","321","1","3.1152647975077881E-3",NA
"463","Brazil","AME","Yes",1954,NA,"Upper","63","0","0",NA
"464","Brazil","AME","Yes",1958,NA,"Lower","326","3","9.202453987730062E-3",NA
"465","Brazil","AME","Yes",1958,NA,"Upper","63","0","0",NA
"466","Brazil","AME","Yes",1962,NA,"Lower","409","2","4.8899755501222494E-3",NA
"467","Brazil","AME","Yes",1962,NA,"Upper","66","0","0",NA
"468","Brazil","AME","Yes",1966,NA,"Lower","409","5","1.2224938875305624E-2","The military régime (in power since 1964) suspended Congress in December 1968, before recalling it in October 1969."
"469","Brazil","AME","Yes",1966,NA,"Upper","66","0","0","The military régime (in power since 1964) suspended Congress in December 1968, before recalling it in October 1969."
"470","Brazil","AME","Yes",1970,NA,"Lower","310","1","3.2258064516129032E-3",NA
"471","Brazil","AME","Yes",1970,NA,"Upper","66","0","0",NA
"472","Brazil","AME","Yes",1974,NA,"Lower","364","1","2.7472527472527475E-3",NA
"473","Brazil","AME","Yes",1974,NA,"Upper","66","0","0",NA
"474","Brazil","AME","Yes",1978,NA,"Lower","420","4","9.5238095238095247E-3",NA
"475","Brazil","AME","Yes",1978,NA,"Upper","67","1","1.4925373134328358E-2",NA
"476","Brazil","AME","Yes",1982,NA,"Lower","479","7","1.4613778705636743E-2",NA
"477","Brazil","AME","Yes",1982,NA,"Upper","69","0","0",NA
"478","Brazil","AME","Yes",1986,NA,"Lower","487","26","5.3388090349075976E-2",NA
"479","Brazil","AME","Yes",1986,NA,"Upper","71","0","0",NA
"480","Brazil","AME","Yes",1990,NA,"Lower","503","28","5.5666003976143144E-2",NA
"481","Brazil","AME","Yes",1990,NA,"Upper","81","2","2.4691358024691357E-2",NA
"482","Brazil","AME","Yes",1994,NA,"Lower","513","36","7.0175438596491224E-2",NA
"483","Brazil","AME","Yes",1994,NA,"Upper","81","6","7.407407407407407E-2",NA
"484","Brazil","AME","Yes",1998,NA,"Lower","513","29","5.6530214424951264E-2",NA
"485","Brazil","AME","Yes",1998,NA,"Upper","81","6","7.407407407407407E-2",NA
"486","Brazil","AME","Yes",2002,NA,"Lower","513","44","8.5769980506822607E-2",NA
"487","Brazil","AME","Yes",2002,NA,"Upper","81","10","0.12345679012345678",NA
"488","Brazil","AME","Yes",2003,NA,"Lower","513","32","6.2378167641325533E-2",NA
"489","Brazil","AME","Yes",2006,NA,"Lower","513","45","8.771929824561403E-2",NA
"490","Brazil","AME","Yes",2006,"October","Upper","81","12","0.14814814814814814",NA
"491","Brazil","AME","Yes",2006,"December","Upper","81","10","0.12345679012345678","Partial renewal. Four women were elected to the 27 seats at stake in the 2006 elections, bringing the number of women senators to 10 out of a total of 81."
"492","Brazil","AME","Yes",2010,NA,"Lower","513","44","8.5769980506822607E-2",NA
"493","Brazil","AME","Yes",2010,NA,"Upper","81","13","0.16049382716049382","Elections were held for two-thirds (54) of the 81 seats in the Senate on the normal expiry of the members' term of office."
"494","Brazil","AME","Yes",2014,NA,"Lower","513","51","9.9415204678362568E-2",NA
"495","Brazil","AME","Yes",2014,NA,"Upper","81","11","0.13580246913580246",NA
"496","Brazil","AME","Yes",2018,"October","Lower","513","77","0.15009746588693956",NA
"497","Brazil","AME","Yes",2018,"October","Upper","81","12","0.14814814814814814",NA
"498","Brunei Darussalam","ASIA","Yes",2016,"April","Single","31","2","6.4516129032258063E-2",NA
"499","Brunei Darussalam","ASIA","Yes",2017,"Janvier","Single","33","3","9.0909090909090912E-2",NA
"500","Bulgaria","EUR","Yes",1945,NA,"Single","276","16","5.7971014492753624E-2",NA
"501","Bulgaria","EUR","Yes",1946,NA,"Single","465","38","8.1720430107526887E-2",NA
"502","Bulgaria","EUR","Yes",1949,NA,"Single","239","36","0.15062761506276151",NA
"503","Bulgaria","EUR","Yes",1953,NA,"Single","249","39","0.15662650602409639",NA
"504","Bulgaria","EUR","Yes",1957,NA,"Single","254","41","0.16141732283464566",NA
"505","Bulgaria","EUR","Yes",1962,NA,"Single","321","65","0.20249221183800623",NA
"506","Bulgaria","EUR","Yes",1966,NA,"Single","416","71","0.17067307692307693",NA
"507","Bulgaria","EUR","Yes",1971,NA,"Single","400","75","0.1875",NA
"508","Bulgaria","EUR","Yes",1976,NA,"Single","400","78","0.19500000000000001",NA
"509","Bulgaria","EUR","Yes",1981,NA,"Single","400","87","0.2175",NA
"510","Bulgaria","EUR","Yes",1986,NA,"Single","400","84","0.21",NA
"511","Bulgaria","EUR","Yes",1990,NA,"Single","400","34","8.5000000000000006E-2","In 1990, the National Assembly was elected for a shortened term of office (18 months minimum) pending adoption of a new Constitution and essential legislation in the economic sector."
"512","Bulgaria","EUR","Yes",1991,NA,"Single","240","31","0.12916666666666668",NA
"513","Bulgaria","EUR","Yes",1994,NA,"Single","240","32","0.13333333333333333",NA
"514","Bulgaria","EUR","Yes",1997,NA,"Single","240","26","0.10833333333333334",NA
"515","Bulgaria","EUR","Yes",2001,NA,"Single","240","63","0.26250000000000001",NA
"516","Bulgaria","EUR","Yes",2005,NA,"Single","240","50","0.20833333333333334",NA
"517","Bulgaria","EUR","Yes",2009,NA,"Single","240","50","0.20833333333333334",NA
"518","Bulgaria","EUR","Yes",2013,NA,"Single","240","55","0.22916666666666666",NA
"519","Bulgaria","EUR","Yes",2014,NA,"Single","240","48","0.2",NA
"520","Bulgaria","EUR","Yes",2017,"November","Single","240","57","0.23749999999999999",NA
"521","Bulgaria","EUR","Yes",2013,"June","Single","240","59","0.24583333333333332",NA
"522","Burkina Faso","SUB-SAHARAN","Yes",1970,NA,"Single","57","0","0","First legislature of Upper Volta after the country became independent on 5 August 1960.  The National Assembly was dissolved following a military coup d'Etat on 8 February 1974 and replaced in July by the Consultative Council for Renewal composed of 65 members appointed by the President."
"523","Burkina Faso","SUB-SAHARAN","Yes",1978,NA,"Single","57","1","1.7543859649122806E-2","The National Assembly was dissolved following a military coup d'Etat in November 1980."
"524","Burkina Faso","SUB-SAHARAN","Yes",1992,NA,"Single","107","6","5.6074766355140186E-2",NA
"525","Burkina Faso","SUB-SAHARAN","Yes",2002,NA,"Single","111","11","9.90990990990991E-2",NA
"526","Burkina Faso","SUB-SAHARAN","Yes",2003,NA,"Single","111","13","0.11711711711711711",NA
"527","Burkina Faso","SUB-SAHARAN","Yes",2007,NA,"Single","111","17","0.15315315315315314",NA
"528","Burkina Faso","SUB-SAHARAN","Yes",2012,NA,"Single","127","20","0.15748031496062992",NA
"529","Burkina Faso","SUB-SAHARAN","Yes",2015,NA,"Single","127","12","9.4488188976377951E-2",NA
"530","Burundi","SUB-SAHARAN","Yes",1961,NA,"Single","64","0","0","First legislature of Burundi after the country became independent on 1 July 1962."
"531","Burundi","SUB-SAHARAN","Yes",1965,NA,"Lower","33","0","0","Parliament was dissolved following a military coup d'Etat on 28 November 1966."
"532","Burundi","SUB-SAHARAN","Yes",1965,NA,"Upper","16","0","0","The Senate was composed of 8 elected members and 4 co-opted members as well as 4 substitutes. Parliament was dissolved following a military coup d'Etat on 28 November 1966."
"533","Burundi","SUB-SAHARAN","Yes",1982,NA,"Single","65","6","9.2307692307692313E-2","52 Seats elected and 13 appointed. The Assembly was dissolved following a military coup d'Etat on 3 September 1987."
"534","Burundi","SUB-SAHARAN","Yes",1993,NA,"Single","81","10","0.12345679012345678",NA
"535","Burundi","SUB-SAHARAN","Yes",2005,NA,"Lower","118","36","0.30508474576271188",NA
"536","Burundi","SUB-SAHARAN","Yes",2005,NA,"Upper","49","17","0.34693877551020408",NA
"537","Burundi","SUB-SAHARAN","Yes",2010,NA,"Lower","106","32","0.30188679245283018",NA
"538","Burundi","SUB-SAHARAN","Yes",2010,NA,"Upper","41","19","0.46341463414634149","Indirectly elected (34): elected by an electoral college composed of members of the communal councils in the province concerned. 
Other (7): includes three Twas and four former presidents. Additional members may be co-opted to ensure respect for an equal distribution of seats among Hutus and Tutsis and for the 30 per cent quota of women."
"539","Burundi","SUB-SAHARAN","Yes",2015,NA,"Lower","121","44","0.36363636363636365",NA
"540","Burundi","SUB-SAHARAN","Yes",2015,NA,"Upper","43","18","0.41860465116279072",NA
"541","Cabo Verde","SUB-SAHARAN","Yes",1975,NA,"Single","56","1","1.7857142857142856E-2","First legislature of Cape Verde after the country became independent on 5 July 1975."
"542","Cabo Verde","SUB-SAHARAN","Yes",1980,NA,"Single","63","8","0.12698412698412698",NA
"543","Cabo Verde","SUB-SAHARAN","Yes",1985,NA,"Single","83","10","0.12048192771084337","Plus 66 substitute members in total and 11 female substitute members. 83 members and 66 substitute members elected at the same time."
"544","Cabo Verde","SUB-SAHARAN","Yes",1991,NA,"Single","79","6","7.5949367088607597E-2",NA
"545","Cabo Verde","SUB-SAHARAN","Yes",1995,NA,"Single","72","8","0.1111111111111111",NA
"546","Cabo Verde","SUB-SAHARAN","Yes",2001,NA,"Single","72","8","0.1111111111111111",NA
"547","Cabo Verde","SUB-SAHARAN","Yes",2006,NA,"Single","72","11","0.15277777777777779",NA
"548","Cabo Verde","SUB-SAHARAN","Yes",2011,NA,"Single","72","15","0.20833333333333334","Six members represent Cape Verdeans abroad: two each from the Americas, the rest of Africa and Europe."
"549","Cabo Verde","SUB-SAHARAN","Yes",2016,NA,"Single","72","15","0.20833333333333334",NA
"550","Cabo Verde","SUB-SAHARAN","Yes",2016,"march","Single","72","17","0.2361111111111111",NA
"551","Cambodia","ASIA","Yes",1955,NA,"Lower","91","0","0","First legislature of Cambodia after the country became independent on 9 November 1953; the Parliament was then called National Congress."
"552","Cambodia","ASIA","Yes",1955,NA,"Upper","28","0","0","First legislature of Cambodia after the country became independent on 9 November 1953; the Parliament was then called National Congress. 2 members appointed by the King, 2 members elected by the National Assembly, at least 10 members elected by the Regions, at least 10 members elected by the trades, and 4 members elected by the civil servants."
"553","Cambodia","ASIA","Yes",1958,NA,"Lower","61","1","1.6393442622950821E-2",NA
"554","Cambodia","ASIA","Yes",1958,NA,"Upper","28","0","0","2 members appointed by the King, 2 members elected by the National Assembly, at least 10 members elected by the Regions, at least 10 members elected by the trades, and 4 members elected by the civil servants."
"555","Cambodia","ASIA","Yes",1962,NA,"Lower","77","0","0",NA
"556","Cambodia","ASIA","Yes",1962,NA,"Upper","28","0","0","2 members appointed by the King, 2 members elected by the National Assembly, at least 10 members elected by the Regions, at least 10 members elected by the trades, and 4 members elected by the civil servants."
"557","Cambodia","ASIA","Yes",1966,NA,"Lower","82","0","0","The Parliament was subsequently dissolved following a military coup d'Etat on 18 March 1970."
"558","Cambodia","ASIA","Yes",1966,NA,"Upper","28","0","0","2 members appointed by the King, 2 members elected by the National Assembly, at least 10 members elected by the Regions, at least 10 members elected by the trades, and 4 members elected by the civil servants. The Parliament was subsequently dissolved following a military coup d'Etat on 18 March 1970."
"559","Cambodia","ASIA","Yes",1972,NA,"Lower","126","4","3.1746031746031744E-2","Parliament was dissolved following the fall of the régime on 17 April 1975."
"560","Cambodia","ASIA","Yes",1972,NA,"Upper","40","0","0","Parliament was dissolved following the fall of the régime on 17 April 1975."
"561","Cambodia","ASIA","Yes",1976,NA,"Single","250","46","0.184","The Assembly was dissolved following the fall of the régime in January 1979."
"562","Cambodia","ASIA","Yes",1981,NA,"Single","117","22","0.18803418803418803",NA
"563","Cambodia","ASIA","Yes",1986,NA,"Single","117","23","0.19658119658119658",NA
"564","Cambodia","ASIA","Yes",1987,NA,"Single","117","25","0.21367521367521367",NA
"565","Cambodia","ASIA","Yes",1993,NA,"Single","120","7","5.8333333333333334E-2",NA
"566","Cambodia","ASIA","Yes",1998,NA,"Lower","122","10","8.1967213114754092E-2",NA
"567","Cambodia","ASIA","Yes",1999,NA,"Upper","61","8","0.13114754098360656","All Members were appointed."
"568","Cambodia","ASIA","Yes",2003,NA,"Lower","123","12","9.7560975609756101E-2",NA
"569","Cambodia","ASIA","Yes",2006,"February","Upper","59","8","0.13559322033898305",NA
"570","Cambodia","ASIA","Yes",2006,"March","Upper","61","9","0.14754098360655737",NA
"571","Cambodia","ASIA","Yes",2008,NA,"Lower","123","20","0.16260162601626016",NA
"572","Cambodia","ASIA","Yes",2013,NA,"Lower","123","25","0.2032520325203252",NA
"573","Cambodia","ASIA","Yes",2018,"July","Lower","125","19","0.152",NA
"574","Cambodia","ASIA","Yes",2018,"February","Upper","62","11","0.17741935483870969",NA
"575","Cameroon","SUB-SAHARAN","Yes",1960,NA,"Single","100","1","0.01","First legislature of Cameroon after the country became independent on 1 October 1961; the French-administered Cameroon had already become the Independent Republic of Cameroon on 1 January 1960."
"576","Cameroon","SUB-SAHARAN","Yes",1962,NA,"Single","50","1","0.02",NA
"577","Cameroon","SUB-SAHARAN","Yes",1964,NA,"Single","50","1","0.02",NA
"578","Cameroon","SUB-SAHARAN","Yes",1970,NA,"Single","50","2","0.04",NA
"579","Cameroon","SUB-SAHARAN","Yes",1973,NA,"Single","120","7","5.8333333333333334E-2",NA
"580","Cameroon","SUB-SAHARAN","Yes",1978,NA,"Single","120","12","0.1",NA
"581","Cameroon","SUB-SAHARAN","Yes",1983,NA,"Single","120","17","0.14166666666666666",NA
"582","Cameroon","SUB-SAHARAN","Yes",1988,NA,"Single","180","26","0.14444444444444443",NA
"583","Cameroon","SUB-SAHARAN","Yes",1992,NA,"Single","180","22","0.12222222222222222",NA
"584","Cameroon","SUB-SAHARAN","Yes",1997,NA,"Single","180","22","0.12222222222222222",NA
"585","Cameroon","SUB-SAHARAN","Yes",1997,"december","Single","180","10","5.5555555555555552E-2",NA
"586","Cameroon","SUB-SAHARAN","Yes",2002,NA,"Single","180","16","8.8888888888888892E-2",NA
"587","Cameroon","SUB-SAHARAN","Yes",2007,"July-September","Single","163","24","0.14723926380368099","According to the 1996 Constitution, parliament also comprises a Senate, which has not yet been formed."
"588","Cameroon","SUB-SAHARAN","Yes",2007,"July-December","Single","180","25",NA,NA
"589","Cameroon","SUB-SAHARAN","Yes",2013,NA,"Upper","100","20","0.2","The first ever indirect elections were held for 70 of the 100 seats in the newly created Senate. The 1996 Constitution provides for a bicameral parliament, comprising the National Assembly and the Senate, but the latter was only formed in 2013."
"590","Cameroon","SUB-SAHARAN","Yes",2018,"March","Upper","100","26","0.26",NA
"591","Canada","AME","Yes",1945,NA,"Lower","245","1","4.0816326530612249E-3",NA
"592","Canada","AME","Continuous Renewal",1945,NA,"Upper","80","2","2.5000000000000001E-2",NA
"593","Canada","AME","Continuous Renewal",1946,NA,"Upper","95","2","2.1052631578947368E-2",NA
"594","Canada","AME","Continuous Renewal",1947,NA,"Upper","86","2","2.3255813953488372E-2",NA
"595","Canada","AME","Continuous Renewal",1948,NA,"Upper","82","2","2.4390243902439025E-2",NA
"596","Canada","AME","Yes",1949,NA,"Lower","262","1","3.8167938931297708E-3",NA
"597","Canada","AME","Continuous Renewal",1949,NA,"Upper","91","2","2.197802197802198E-2",NA
"598","Canada","AME","Continuous Renewal",1950,NA,"Upper","88","2","2.2727272727272728E-2",NA
"599","Canada","AME","Continuous Renewal",1951,NA,"Upper","87","2","2.2988505747126436E-2",NA
"600","Canada","AME","Continuous Renewal",1952,NA,"Upper","83","2","2.4096385542168676E-2",NA
"601","Canada","AME","Yes",1953,NA,"Lower","265","4","1.509433962264151E-2",NA
"602","Canada","AME","Continuous Renewal",1953,NA,"Upper","88","5","5.6818181818181816E-2",NA
"603","Canada","AME","Continuous Renewal",1954,NA,"Upper","82","5","6.097560975609756E-2",NA
"604","Canada","AME","Continuous Renewal",1955,NA,"Upper","91","6","6.5934065934065936E-2",NA
